Rk,Player,Position,Game,Games Started,Mins Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Points,Awards
121,Naji Marshall,SF,69,31,27.8,5.2,10.3,0.508,0.9,3.2,0.275,4.4,7.2,0.611,0.551,1.9,2.3,0.813,1.1,3.7,4.8,1.4,0.6,0.1,0.6,1.6,6.3,
129,Keldon Johnson,SF,77,0,23.9,4.8,10,0.482,1.1,3.6,0.318,3.7,6.4,0.573,0.538,1.9,2.5,0.773,1.5,3.4,4.8,1.3,0.8,0.2,1,1.2,6.2,
131,Zaccharie Risacher,SF,75,73,24.6,4.8,10.4,0.458,1.6,4.6,0.355,3.1,5.8,0.54,0.537,1.4,2,0.711,1.1,2.4,3.6,2.3,0.9,0.5,1.1,2.2,6.2,
137,Bilal Coulibaly,SF,59,59,33,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5,1.9,0.8,0.3,0.9,1.6,6.2,
146,Aaron Nesmith,SF,45,37,25,4.3,8.4,0.507,1.9,4.3,0.431,2.4,4.1,0.587,0.617,1.6,1.8,0.913,0.8,3.1,4,1.6,1.5,0.4,1.2,2.1,6.2,
148,Khris Middleton,SF,37,21,22.8,4.3,9.1,0.475,1.3,3.6,0.361,3,5.5,0.549,0.546,1.9,2.3,0.857,0.4,3.4,3.7,1.2,0.6,0.3,0.4,1.9,6.1,
152,Corey Kispert,SF,61,0,26.3,4.2,9.3,0.451,2,5.4,0.364,2.2,3.9,0.574,0.558,1.2,1.4,0.852,0.6,2.4,3,1.5,0.7,0.3,1,1.5,6.1,
162,Duncan Robinson,SF,74,37,24.1,3.9,9,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.581,0.6,0.7,0.887,0.2,2,2.3,0.5,0.3,1.3,0.5,2.3,6,
164,Brice Sensabaugh,SF,71,15,20.2,3.9,8.4,0.459,2.2,5.2,0.422,1.7,3.2,0.52,0.59,0.9,1,0.89,0.6,2.4,3,0.8,0.8,1,0.5,1.7,6,
180,Herbert Jones,SF,20,20,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5,0.53,0.5,1.7,2,0.825,1.1,2.8,3.9,1.6,0.5,1,0.4,1.6,6,
185,Keion Brooks Jr.,SF,14,6,23.7,3.8,7.8,0.486,1,3.1,0.326,2.8,4.7,0.591,0.55,1.6,2.1,0.733,0.9,3.3,4.1,5,1,1,0,3,6,
186,Luguentz Dort,SF,71,71,29.2,3.6,8.4,0.435,2.4,5.8,0.412,1.2,2.5,0.489,0.578,0.5,0.6,0.717,1.3,2.9,4.1,1.7,0.4,1.4,0.9,2.5,6,
187,Justin Edwards,SF,44,26,26.3,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1,0.696,1,2.3,3.4,0,0,0,0,0,6,
188,Derrick Jones Jr.,SF,77,55,24.3,4,7.6,0.526,1,2.8,0.356,3,4.8,0.627,0.593,1.1,1.5,0.703,1.2,2.2,3.4,1.4,0.6,0,0.9,1.1,6,
189,Ausar Thompson,SF,59,48,22.5,4.2,7.8,0.535,0.2,0.8,0.224,4,7,0.572,0.547,1.5,2.4,0.641,1.9,3.3,5.1,0.3,0.4,0.2,0.4,1.2,5.9,
192,Ziaire Williams,SF,63,45,24.5,3.4,8.3,0.412,1.6,4.8,0.341,1.8,3.5,0.509,0.511,1.6,2,0.821,1,3.6,4.6,1.7,0.6,0.4,0.3,0.6,5.9,
195,Julian Champagnie,SF,82,29,23.6,3.4,8.1,0.415,2.2,5.9,0.371,1.2,2.3,0.53,0.549,1,1.1,0.904,0.8,3.1,3.9,2.4,0.7,0.5,0.6,1.3,5.9,
203,Tosan Evbuomwan,SF,28,0,23.8,3.4,7.9,0.427,0.9,2.8,0.312,2.5,5.1,0.49,0.482,2,2.6,0.753,1.1,3.1,4.3,0.9,0.4,0.2,0.7,1.3,5.9,
209,Max Strus,SF,50,37,25.5,3.3,7.5,0.442,2.3,5.9,0.386,1,1.6,0.65,0.594,0.6,0.7,0.824,1.1,3.3,4.3,2.4,0.6,0.2,0.5,0.9,5.9,
211,Cam Whitmore,SF,51,3,16.2,3.5,7.9,0.444,1.3,3.6,0.355,2.2,4.3,0.518,0.525,1.1,1.4,0.75,0.7,2.3,3,1.2,0.5,0.2,1,1.4,5.9,
217,Dalton Knecht,SF,78,16,19.2,3.3,7.1,0.461,1.6,4.4,0.376,1.7,2.8,0.594,0.576,0.8,1.1,0.762,0.5,2.3,2.8,2.6,0.5,0.6,0.7,1.7,5.9,
221,Royce O'Neale,SF,75,22,24.5,3.2,7.6,0.423,2.4,5.9,0.406,0.8,1.7,0.481,0.58,0.3,0.3,0.731,0.7,3.9,4.7,0.2,0.5,0.3,0.8,1.3,5.8,
233,Justin Champagnie,SF,62,31,21.6,3.4,6.6,0.511,1.2,3.1,0.383,2.2,3.5,0.624,0.601,0.8,1.2,0.685,1.8,3.9,5.7,0.5,0.4,1.2,1.1,2.2,5.8,
234,Svi Mykhailiuk,SF,38,13,20,3.1,7.9,0.391,1.8,5.3,0.345,1.3,2.6,0.485,0.507,0.7,0.9,0.8,0.6,1.8,2.4,1.9,0.8,0.2,0.6,1.5,5.8,
238,Oshae Brissett,SF,6,2,23.7,3.2,6.5,0.487,1,3,0.333,2.2,3.5,0.619,0.564,1.3,2.3,0.571,1.2,2.5,3.7,1.1,0.7,1.7,0.9,1.6,5.8,
246,Matas Buzelis,SF,80,31,18.9,3.2,6.9,0.454,1.2,3.3,0.361,2,3.6,0.54,0.541,1.1,1.4,0.815,0.7,2.8,3.5,0.8,0.6,0.6,0.9,1.5,5.7,
247,Jaime Jaquez Jr.,SF,66,17,20.7,3.2,7,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,0.6,0.3,0.1,0.8,1.1,5.7,
260,Taurean Prince,SF,80,73,27.1,2.9,6.4,0.457,1.8,4.2,0.439,1.1,2.2,0.492,0.6,0.5,0.6,0.813,0.4,3.2,3.6,0.5,0.5,0,0.4,1,5.7,
263,Peyton Watson,SF,68,18,24.4,3,6.3,0.477,0.7,2,0.353,2.3,4.3,0.534,0.533,1.4,2,0.693,0.7,2.7,3.4,1.4,1,0.4,0.9,1.5,5.6,
265,Caleb Martin,SF,45,24,27.1,2.9,6.8,0.424,0.8,2.3,0.359,2,4.5,0.458,0.485,1.4,2.2,0.622,1.2,2.8,3.9,1.8,0.4,0.1,0.7,1.2,5.5,
281,Ricky Council IV,SF,73,12,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.3,0.2,0.6,1,5.5,
285,Tristan Da Silva,SF,74,38,22,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1,2.3,3.3,0.6,0.2,0.1,0.3,1,5.4,
293,Jamison Battle,SF,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.6,0.9,1.1,0.5,1.3,5.4,
302,Ryan Dunn,SF,74,44,19.1,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,1.3,0.7,0.3,0.4,1.7,5.4,
306,Cody Martin,SF,53,8,22.1,2.6,6.1,0.418,0.8,2.8,0.285,1.8,3.3,0.534,0.485,0.8,1.2,0.705,1,3.2,4.2,2.6,0.9,0.3,1.1,1.3,5.4,
310,Marcus Bagley,SF,10,4,25.3,2.7,6.9,0.391,0.5,3.2,0.156,2.2,3.7,0.595,0.428,0.8,1,0.8,2.3,4.7,7,1.7,0.3,0.2,0.8,0.9,5.3,
321,Haywood Highsmith,SF,74,42,24.6,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1,2.4,3.4,0.6,0.6,0.2,0.6,1.2,5.3,
328,Ron Holland,SF,81,2,15.6,2.4,5.1,0.474,0.4,1.9,0.238,2,3.3,0.608,0.517,1.1,1.5,0.754,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,
347,Cole Swider,SF,10,0,16.9,2.2,6.3,0.349,1.5,4.7,0.319,0.7,1.6,0.438,0.468,0,0.1,0,0.5,2.2,2.7,1,0.7,0.2,0.6,0.9,5.3,
350,Simone Fontecchio,SF,75,0,16.5,2,5,0.402,1,3,0.335,1,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,1.3,0.6,0.2,0.3,2,5.3,
359,Dariq Whitehead,SF,20,0,12.3,2,4.8,0.406,1.7,3.7,0.446,0.3,1.1,0.273,0.578,0.2,0.3,0.6,0.2,1.3,1.5,1.6,0.4,0.1,0.5,0.5,5.2,
369,Jamal Cain,SF,37,0,13.6,1.8,4.3,0.43,0.7,2.2,0.325,1.1,2.1,0.538,0.513,0.9,1.4,0.68,0.7,1.6,2.3,0.6,0.6,0.1,0.6,1.5,5.2,
384,Jaylen Martin,SF,16,0,14.9,1.9,4.6,0.419,0.4,1.4,0.304,1.5,3.2,0.471,0.466,0.6,0.6,0.9,0.7,2.1,2.8,0.8,1,0.5,0.5,1.4,5.1,
393,Julian Phillips,SF,79,5,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1,1.7,0.582,0.533,0.8,1,0.789,0.8,1.3,2.1,0.3,0.7,0.7,0.4,1.4,5.1,
396,Jett Howard,SF,60,0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,1.1,0.6,0.8,1,1.9,5.1,
411,Torrey Craig,SF,26,4,12.1,1.5,3.5,0.422,0.9,2.5,0.364,0.5,0.9,0.583,0.556,0.3,0.5,0.667,1,1.8,2.8,0.8,0.9,1.1,0.6,1.5,5.1,
414,Kessler Edwards,SF,40,18,15.2,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,0.6,0.4,0.6,0.5,1.3,5,
416,Kris Murray,SF,69,6,15.1,1.7,4,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,5.6,0.7,0.5,2,2.1,5,
419,Maxwell Lewis,SF,28,1,11.7,1.6,3.9,0.417,0.7,1.8,0.38,0.9,2.1,0.448,0.505,0.3,0.4,0.7,0.6,1.3,2,0.8,0.2,0,0.7,0.6,5,
421,Caleb Houstan,SF,58,6,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1,1.3,0.7,0.3,0.7,0.6,1.7,5,
422,Jordan Miller,SF,37,0,11.4,1.6,3.6,0.433,0.2,1,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,1,0,0,0,0,5,
430,Ron Harper Jr.,SF,1,0,17,1,8,0.125,0,6,0,1,2,0.5,0.125,2,2,1,4,3,7,1.1,0.6,0,0.8,0.9,4.9,
440,Emoni Bates,SF,10,0,7.5,1.3,3.8,0.342,1.1,3,0.367,0.2,0.8,0.25,0.487,0,0,,0,0.7,0.7,1,0.5,0.2,0.4,1.2,4.9,
447,Jae'Sean Tate,SF,52,2,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1,2,0.529,0.527,0.6,0.9,0.681,1,1.3,2.3,1.2,1,0.3,0.7,1.2,4.9,
452,Doug McDermott,SF,42,3,8.1,1.2,2.8,0.427,1,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.9,0.3,0.2,0.5,1.2,4.8,
458,Kevin Knox,SF,14,0,6,1.3,2.6,0.5,0.3,1.1,0.267,1,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,1.1,0.3,0.4,0.9,2,4.7,
463,Cam Reddish,SF,33,8,17.8,1.2,2.8,0.404,0.4,1.4,0.277,0.8,1.4,0.532,0.473,0.5,0.8,0.615,0.5,1.5,2,0.7,1.7,1.3,0.7,2.7,4.7,
470,P.J. Tucker,SF,3,1,19.3,1,2.3,0.429,1,2,0.5,0,0.3,0,0.643,0,0,,1.3,1.3,2.7,1.1,0.4,0.3,0.7,0.6,4.6,
477,Keshad Johnson,SF,16,0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.9,0.2,0.6,0.7,1,4.6,
480,Josh Minott,SF,46,0,6,1,2,0.489,0.3,0.9,0.326,0.7,1,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1,1.2,0.6,0.1,0.4,1.7,4.6,
485,Dillon Jones,SF,54,3,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,0.5,0.5,0.3,0.3,1.4,4.6,
490,MarJon Beauchamp,SF,35,0,4.5,0.8,1.9,0.415,0.3,0.8,0.345,0.5,1,0.472,0.492,0.4,0.6,0.75,0.3,0.9,1.3,1.2,0.5,0.3,0.9,1.9,4.6,
494,Patrick Baldwin Jr.,SF,24,0,4.5,0.8,1.5,0.543,0.5,1,0.565,0.3,0.5,0.5,0.729,0.1,0.2,0.5,0.2,0.8,1,2,0.4,0,1.1,0.8,4.5,
508,Bobi Klintman,SF,8,0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.6,0.8,0.7,0.1,0.3,0.5,0.1,0.8,0.9,0.7,0.2,0.2,0.6,1.1,4.5,
513,Trentyn Flowers,SF,6,0,4.5,0.7,1.8,0.36,0,0.3,0,0.7,1.5,0.44,0.36,0.5,0.5,1,0.2,0.5,0.7,1.6,0.6,0.5,0.5,2,4.5,
524,Armel Traoré,SF,9,0,7.4,0.7,2.1,0.32,0,0.8,0,0.7,1.3,0.5,0.32,0.2,0.8,0.29,0.2,1.4,1.7,1.8,0.4,0.6,0.8,2.1,4.5,
527,Sidy Cissoko,SF,22,0,5.2,0.6,1.4,0.43,0.1,0.6,0.23,0.5,0.8,0.59,0.48,0.1,0.4,0.33,0.4,0.6,1,1.3,0.6,0.2,0.7,1.6,4.5,
529,Kevin McCullar Jr.,SF,4,0,7.3,0.5,1.8,0.29,0,0.3,0,0.5,1.5,0.33,0.29,0.5,0.5,1,0,2,2,0.4,0.3,0.3,0.4,0.6,4.4,
530,Leonard Miller,SF,13,0,2.5,0.5,1.2,0.4,0,0.4,0,0.5,0.8,0.6,0.4,0.6,0.6,1,0.2,0.6,0.8,0.5,0.4,0.8,0.6,1.4,4.4,
532,Matt Ryan,SF,19,0,3.6,0.5,1.6,0.32,0.3,1,0.32,0.2,0.6,0.33,0.42,0.1,0.1,1,0,0.4,0.4,0.4,0.1,0.6,0.4,0.8,4.4,
533,Jacob Toppin,SF,17,0,4.5,0.5,1.3,0.41,0.3,0.6,0.5,0.2,0.7,0.33,0.52,0,0,,0.2,0.7,0.9,1.5,0.5,0.1,0.5,1.1,4.4,
535,Chris Livingston,SF,21,1,5,0.4,1.3,0.33,0,0.4,0,0.4,0.9,0.47,0.33,0.6,0.8,0.75,0.5,1.2,1.7,1.4,0.7,0.3,0.7,1,4.4,
537,Spencer Jones,SF,20,0,6.3,0.6,1.7,0.32,0.1,0.9,0.06,0.5,0.9,0.59,0.34,0.2,0.2,1,0.4,0.5,0.9,0.5,0.3,0.2,0.6,0.9,4.4,
539,Jalen Bridges,SF,8,0,3.8,0.3,0.9,0.29,0.3,0.9,0.29,0,0,,0.43,0.4,0.5,0.75,0,0.5,0.5,0.6,0.3,1,0.6,1.8,4.3,
542,Braxton Key,SF,3,0,3.7,0,1.3,0,0,0.3,0,0,1,0,0,1,2,0.5,0.3,0.3,0.7,1.1,0.4,0.1,0.3,0.4,4.3,
546,Isaiah Crawford,SF,15,0,3.1,0.3,0.7,0.46,0.1,0.3,0.2,0.3,0.4,0.67,0.5,0.1,0.3,0.5,0.1,0.5,0.5,0.8,0.4,0.4,0.8,1.3,4.3,
547,Justin Minaya,SF,19,0,5.3,0.4,1.1,0.38,0.1,0.5,0.2,0.3,0.6,0.55,0.43,0,0.1,0,0.3,0.3,0.5,1,0.2,0.2,0.5,0.8,4.3,
548,Anton Watson,SF,9,0,2.4,0.4,1,0.44,0,0.1,0,0.4,0.9,0.5,0.44,0,0,,0.1,0.2,0.3,1.6,0.5,0.5,0.7,1.8,4.3,
551,Joe Ingles,SF,19,1,6,0.3,1.2,0.26,0.2,0.8,0.2,0.2,0.4,0.38,0.33,0,0,,0.1,0.5,0.6,0.7,0.3,0.5,0.3,1.3,4.2,
552,Harrison Ingram,SF,5,0,7,0.4,0.8,0.5,0,0.2,0,0.4,0.6,0.67,0.5,0,0,,0.4,1.4,1.8,1.2,0.6,0.1,0.8,0.9,4.2,
559,Malevy Leons,SF,6,0,3.5,0,0.3,0,0,0.2,0,0,0.2,0,0,0.3,0.7,0.5,0.2,0.3,0.5,0.5,0.3,0.5,0.1,1.3,4.2,
564,Jalen McDaniels,SF,4,0,1.8,0,0,,0,0,,0,0,,,0,0,,0,0,0,1.1,0.5,0.5,0.4,1.6,4.2,
565,Riley Minix,SF,1,0,7,0,1,0,0,1,0,0,0,,0,0,0,,0,2,2,1.2,0.5,0.5,0.6,1.7,4.2,
5,Anthony Edwards,SG,79,79,36.3,9.1,20.4,0.447,4.1,10.3,0.395,5.1,10.1,0.501,0.547,5.3,6.3,0.837,0.8,4.9,5.7,1,0.5,0.2,0.6,1,4.2,
12,Devin Booker,SG,75,75,37.3,8.7,18.9,0.461,2.4,7.3,0.332,6.3,11.6,0.542,0.525,5.8,6.4,0.894,1,3.1,4.1,0.6,0.3,0.3,0.3,0.9,4.2,
16,Kyrie Irving,SG,50,50,36.1,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,1.4,0.4,0,0.2,0.9,4.2,
24,Donovan Mitchell,SG,71,71,31.4,8.2,18.6,0.443,3.3,8.9,0.368,5,9.7,0.512,0.531,4.2,5.1,0.823,0.8,3.7,4.5,0.7,0.3,0.3,0.5,1,4.1,
25,Cam Thomas,SG,25,23,31.2,8,18.2,0.438,2.7,7.8,0.349,5.2,10.4,0.506,0.513,5.3,6,0.881,0.6,2.7,3.3,0.7,0.9,0.1,0.2,1.5,4.1,
26,Tyler Herro,SG,77,77,35.4,8.5,17.9,0.472,3.3,8.7,0.375,5.2,9.2,0.565,0.563,3.7,4.2,0.878,0.5,4.7,5.2,0.6,0.4,0.1,0.2,1.1,4.1,
29,Zach LaVine,SG,74,74,35.2,8.4,16.5,0.511,3.2,7.2,0.446,5.2,9.3,0.562,0.609,3.2,3.9,0.825,0.3,4,4.3,0.9,0.5,0.1,0.7,0.7,4.1,
36,Norman Powell,SG,60,60,32.6,7.6,15.8,0.484,3,7.1,0.418,4.6,8.6,0.538,0.578,3.6,4.4,0.804,0.4,2.8,3.2,2.2,0.4,0.1,0.5,0.8,4.1,
37,Jalen Williams,SG,69,69,32.4,8.2,16.9,0.484,1.8,4.9,0.365,6.4,12,0.533,0.537,3.4,4.3,0.789,0.9,4.5,5.3,1,0.9,0.6,0.6,1.7,4.1,
43,Jalen Green,SG,82,82,32.9,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4,4.6,1.4,0.4,0.2,0.8,1.6,4.1,
46,Jordan Poole,SG,68,68,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.3,6.4,0.51,0.544,3.6,4,0.883,0.5,2.5,3,1.1,1,0.3,0.8,1.9,4.1,
47,Coby White,SG,74,73,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.9,7.3,0.544,0.55,3.7,4.1,0.902,0.3,3.4,3.7,1.1,0.7,0.3,0.6,0.9,4,
49,Austin Reaves,SG,73,73,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,0.556,4.4,5,0.877,0.8,3.7,4.5,1.1,0.7,0.5,0.4,1.4,4,
53,Anfernee Simons,SG,70,70,32.7,6.8,16.1,0.426,3.1,8.5,0.363,3.8,7.6,0.496,0.521,2.5,2.8,0.902,0.4,2.3,2.7,1.8,0.8,0,1,1,4,
54,Desmond Bane,SG,69,68,32,7.1,14.8,0.484,2.4,6.1,0.392,4.8,8.7,0.548,0.565,2.6,2.9,0.894,0.9,5.2,6.1,2,0,0,0,0,4,
64,Shaedon Sharpe,SG,72,52,31.3,6.9,15.3,0.452,2,6.6,0.311,4.9,8.8,0.557,0.519,2.6,3.4,0.785,0.9,3.6,4.5,1.5,1,0.1,1,2.1,4,
66,Collin Sexton,SG,63,61,27.9,6.6,13.8,0.48,1.7,4.3,0.406,4.9,9.5,0.513,0.543,3.4,4,0.865,1,1.8,2.7,1.1,0.4,0.5,0.9,1,3.9,
72,Jaden Ivey,SG,30,30,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,2.7,0.9,0.3,0.6,1.8,3.9,
75,Malik Monk,SG,65,45,31.6,6.3,14.4,0.439,2.1,6.6,0.325,4.2,7.9,0.534,0.513,2.4,2.7,0.865,0.5,3.3,3.8,0.8,0.5,0.1,0.3,0.5,3.9,
78,Bradley Beal,SG,53,38,32.1,6.5,13.1,0.497,1.9,5,0.386,4.6,8.1,0.565,0.571,2.1,2.6,0.803,0.6,2.7,3.3,0.9,0.4,0.1,0.6,0.8,3.8,
82,Derrick White,SG,76,76,33.9,5.6,12.6,0.442,3.5,9.1,0.384,2.1,3.5,0.593,0.58,1.8,2.1,0.839,0.9,3.6,4.5,0.4,0.2,0.7,0.2,0.7,3.8,
83,Malik Beasley,SG,82,18,27.8,5.6,13.1,0.43,3.9,9.3,0.416,1.7,3.7,0.466,0.579,1.2,1.7,0.679,0.6,2,2.6,1.1,0.6,0.1,0.5,1.1,3.8,
84,Devin Vassell,SG,64,53,31,6.2,13.9,0.443,2.5,6.7,0.368,3.7,7.2,0.513,0.532,1.5,1.9,0.792,0.5,3.5,4,0.8,0.5,0.2,0.5,0.9,3.8,
85,Jordan Clarkson,SG,37,9,26,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,0.493,3.1,3.9,0.797,0.7,2.5,3.2,1.4,0.1,0.2,0.3,1.1,3.7,
90,Christian Braun,SG,79,77,33.9,6,10.4,0.58,1.1,2.8,0.397,4.9,7.6,0.648,0.634,2.2,2.7,0.827,1.2,3.9,5.2,0.8,0.1,0.1,0.2,0.4,3.7,
92,Jared McCain,SG,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,0.9,0.3,0.5,0.7,1.3,3.7,
97,Stephon Castle,SG,81,47,26.7,5.2,12.2,0.428,1.2,4.1,0.285,4,8.1,0.501,0.476,3.1,4.2,0.724,1.1,2.6,3.7,1.4,0.3,0.3,0.7,0.5,3.7,
100,Quentin Grimes,SG,75,37,26.8,5.1,11,0.467,2.2,5.6,0.385,3,5.4,0.552,0.565,2.2,2.9,0.757,0.8,3.5,4.3,0.7,0.7,0,0.2,0.7,3.7,
104,Gradey Dick,SG,54,54,29.4,4.9,12,0.41,2.1,6,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,2,0.6,0.1,0.9,0.8,3.7,
108,Dyson Daniels,SG,76,76,33.8,6,12.1,0.493,1.1,3.1,0.34,4.9,9.1,0.545,0.536,1.1,1.8,0.593,1.6,4.3,5.9,0.3,0.4,0.5,0.5,0.9,3.6,
117,Josh Hart,SG,77,77,37.6,5.2,10,0.525,1.1,3.3,0.333,4.2,6.7,0.618,0.579,2.1,2.7,0.776,2.1,7.5,9.6,1.1,0.5,0.1,0.4,0.7,3.6,
133,Ty Jerome,SG,70,3,19.9,4.6,8.8,0.516,1.6,3.6,0.439,3,5.2,0.57,0.606,1.8,2.1,0.872,0.7,1.8,2.5,0.9,0.5,0.1,0.4,1.6,3.6,
135,Lonnie Walker IV,SG,20,7,23.9,4.5,10.6,0.42,2.3,6.4,0.354,2.2,4.3,0.518,0.526,1.2,1.5,0.8,0.3,2.9,3.2,0.9,0.3,0.1,0.6,1.1,3.6,
138,Ayo Dosunmu,SG,46,26,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,6.9,1,0.5,2.5,1.5,3.5,
142,Caris LeVert,SG,64,3,24.9,4.4,9.4,0.467,1.7,4.4,0.373,2.7,4.9,0.552,0.556,1.7,2.4,0.71,0.6,2.5,3.2,0.3,0.2,0.1,0.3,0.7,3.5,
147,Aaron Wiggins,SG,76,26,22.9,4.7,9.6,0.488,1.7,4.5,0.383,3,5.1,0.578,0.577,1,1.2,0.831,1.1,2.8,3.9,1.4,0.5,0.1,0.4,1,3.5,
150,Donte DiVincenzo,SG,62,10,25.9,4,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1,0.778,0.5,3.2,3.7,0.2,0.1,0,0.1,0.7,3.5,
151,Brandin Podziemski,SG,64,33,26.8,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5,0.516,0.537,1.1,1.5,0.758,1,4.1,5.1,1.4,0.4,0.1,0.9,1.2,3.5,
156,Buddy Hield,SG,82,22,22.7,4,9.6,0.417,2.5,6.7,0.37,1.5,2.9,0.527,0.546,0.6,0.8,0.828,0.6,2.6,3.2,2,0.8,0.4,1.6,0.4,3.4,
159,Gary Trent Jr.,SG,74,9,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3,0.46,0.568,1.1,1.2,0.848,0.3,2,2.3,1.1,0.2,0.5,0.8,1.6,3.4,
161,Tim Hardaway Jr.,SG,77,77,28,3.6,8.8,0.406,2.2,5.9,0.368,1.4,2.9,0.484,0.529,1.6,1.9,0.855,0.2,2.1,2.4,1.2,0.5,0.2,0.9,1.7,3.4,
165,Bogdan Bogdanović,SG,54,4,25,3.9,9.1,0.427,1.9,5.4,0.363,1.9,3.8,0.517,0.534,1.1,1.2,0.879,0.4,2.5,2.9,0.3,0.1,0.3,0.4,0.8,3.4,
166,Jordan Hawkins,SG,56,9,23.6,3.7,9.9,0.372,2,5.9,0.331,1.7,4,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,0.4,0.1,0.3,0.3,0.4,3.3,
167,Brandon Boston Jr.,SG,42,10,23.6,4,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2,0.788,0.7,2.5,3.2,0.4,0.2,0,0.4,0.2,3.3,
169,Grayson Allen,SG,64,7,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.1,2.2,0.504,0.6,1.5,1.8,0.816,0.5,2.5,3,0.5,0.4,0.2,0.7,0.8,3.3,
170,Keon Johnson,SG,79,56,24.4,3.8,9.9,0.389,1.6,5.1,0.314,2.2,4.8,0.468,0.47,1.4,1.8,0.77,0.8,3,3.8,0.8,1,0.1,0.3,1.8,3.2,
174,Ochai Agbaji,SG,64,45,27.2,4.2,8.3,0.498,1.6,4,0.399,2.6,4.4,0.587,0.593,0.5,0.8,0.708,1,2.8,3.8,0.4,0.4,0.7,0.2,1.1,3.2,
175,Jaylen Wells,SG,79,74,25.9,3.6,8.6,0.425,1.7,5,0.352,1.9,3.6,0.525,0.527,1.4,1.7,0.822,1.1,2.3,3.4,0.7,1,0.3,0.4,1.3,3.2,
